,x1_len,x2_len,jac,label
959,9,3,0.0,1.0
960,9,2,0.0,1.0
961,9,2,0.0,1.0
962,9,3,0.0,1.0
963,6,4,0.0,1.0
964,6,3,0.0,1.0
965,6,2,0.0,1.0
966,6,2,0.0,1.0
967,6,3,0.0,1.0
968,4,4,0.0,1.0
969,4,3,0.0,1.0
970,4,2,0.0,1.0
971,4,2,0.0,1.0
972,4,3,0.0,1.0
973,6,4,0.0,1.0
974,6,3,0.0,1.0
975,6,2,0.0,1.0
976,6,2,0.0,1.0
977,6,3,0.0,1.0
978,9,4,0.0,1.0
979,9,3,0.0,1.0
980,9,2,0.0,1.0
981,9,2,0.0,1.0
982,9,3,0.0,1.0
983,6,4,0.0,1.0
984,6,3,0.0,1.0
985,6,2,0.0,1.0
986,6,2,0.0,1.0
987,6,3,0.0,1.0
988,7,4,0.0,1.0
989,7,3,0.0,1.0
990,7,2,0.0,1.0
991,7,2,0.0,1.0
992,7,3,0.0,1.0
993,7,4,0.0,1.0
994,7,6,0.0,1.0
995,4,4,0.0,1.0
996,4,3,0.0,1.0
997,4,2,0.0,1.0
998,4,2,0.0,1.0
999,4,3,0.0,1.0
1000,12,4,0.14285714285714285,1.0
1001,12,4,0.0,1.0
1002,12,4,0.3333333333333333,1.0
1003,12,2,0.0,1.0
1004,4,4,0.0,1.0
1005,4,4,0.0,1.0
1006,5,4,0.0,1.0
1007,5,3,0.0,1.0
1008,5,2,0.0,1.0
1009,5,2,0.0,1.0
1010,5,3,0.0,1.0
1011,8,9,0.0,1.0
1012,8,9,0.0,1.0
1013,8,9,0.0,1.0
1014,8,9,0.0,1.0
1015,8,9,0.0,1.0
1016,8,9,0.0,1.0
1017,8,12,0.0,1.0
1018,8,12,0.0,1.0
1019,8,12,0.0,1.0
1020,8,7,0.0,1.0
1021,8,12,0.0,1.0
1022,8,12,0.0,1.0
1023,8,12,0.0,1.0
1024,8,12,0.0,1.0
1025,8,12,0.0,1.0
1026,8,12,0.0,1.0
1027,8,7,0.16666666666666666,1.0
1028,8,7,0.16666666666666666,1.0
1029,8,7,0.16666666666666666,1.0
1030,8,7,0.16666666666666666,1.0
1031,8,7,0.16666666666666666,1.0
1032,8,7,0.16666666666666666,1.0
1033,8,4,0.0,1.0
1034,8,4,0.0,1.0
1035,8,4,0.0,1.0
1036,8,4,0.0,1.0
1037,8,4,0.0,1.0
1038,8,4,0.0,1.0
1039,8,6,0.0,1.0
1040,8,6,0.0,1.0
1041,8,6,0.0,1.0
1042,8,6,0.0,1.0
1043,8,6,0.0,1.0
1044,8,6,0.0,1.0
1045,8,2,0.0,1.0
1046,8,7,0.14285714285714285,1.0
1047,8,13,0.0,1.0
1048,8,13,0.0,1.0
1049,8,13,0.0,1.0
1050,8,13,0.0,1.0
1051,8,13,0.0,1.0
1052,8,13,0.0,1.0
1053,8,6,0.0,1.0
1054,8,6,0.0,1.0
1055,8,6,0.0,1.0
1056,8,6,0.0,1.0
1057,8,6,0.0,1.0
1058,8,6,0.0,1.0
1059,8,4,0.0,1.0
1060,8,4,0.0,1.0
1061,8,4,0.0,1.0
1062,8,4,0.0,1.0
1063,8,4,0.0,1.0
1064,8,4,0.0,1.0
1065,8,6,0.0,1.0
1066,8,4,0.0,1.0
1067,8,4,0.0,1.0
1068,8,4,0.0,1.0
1069,8,4,0.0,1.0
1070,8,4,0.0,1.0
1071,8,4,0.0,1.0
1072,8,8,0.0,1.0
1073,8,8,0.0,1.0
1074,8,8,0.0,1.0
1075,8,8,0.0,1.0
1076,8,8,0.0,1.0
1077,8,8,0.0,1.0
1078,8,7,0.0,1.0
1079,8,6,0.0,1.0
1080,8,6,0.0,1.0
1081,8,6,0.0,1.0
1082,8,6,0.0,1.0
1083,8,6,0.0,1.0
1084,8,6,0.0,1.0
1085,8,14,0.0,1.0
1086,8,14,0.0,1.0
1087,8,14,0.0,1.0
1088,8,14,0.0,1.0
1089,8,14,0.0,1.0
1090,8,14,0.0,1.0
1091,8,3,0.0,1.0
1092,8,8,0.0,1.0
1093,8,2,0.0,1.0
1094,8,9,0.0,1.0
1095,8,9,0.0,1.0
1096,8,9,0.0,1.0
1097,8,9,0.0,1.0
1098,8,9,0.0,1.0
1099,8,9,0.0,1.0
1100,8,4,0.0,1.0
1101,8,20,0.125,1.0
1102,8,20,0.125,1.0
1103,8,20,0.125,1.0
1104,8,20,0.125,1.0
1105,8,20,0.125,1.0
1106,8,20,0.125,1.0
1107,8,6,0.16666666666666666,1.0
1108,8,11,0.0,1.0
1109,8,11,0.0,1.0
1110,8,11,0.0,1.0
1111,8,11,0.0,1.0
1112,8,11,0.0,1.0
1113,8,11,0.0,1.0
1114,8,9,0.0,1.0
1115,8,9,0.0,1.0
1116,8,9,0.0,1.0
1117,8,11,0.0,1.0
1118,8,11,0.0,1.0
1119,8,11,0.0,1.0
1120,8,11,0.0,1.0
1121,8,11,0.0,1.0
1122,8,11,0.0,1.0
1123,8,8,0.0,1.0
1124,8,8,0.0,1.0
1125,8,8,0.0,1.0
1126,8,8,0.0,1.0
1127,8,8,0.0,1.0
1128,8,8,0.0,1.0
1129,9,4,0.0,1.0
1130,9,3,0.0,1.0
1131,9,2,0.0,1.0
1132,9,2,0.0,1.0
1133,9,3,0.0,1.0
1134,12,4,0.0,1.0
1135,12,3,0.0,1.0
1136,12,4,0.0,1.0
1137,12,3,0.0,1.0
1138,12,2,0.0,1.0
1139,12,2,0.0,1.0
1140,12,3,0.0,1.0
1141,7,4,0.0,1.0
1142,7,3,0.0,1.0
1143,7,2,0.0,1.0
1144,7,2,0.0,1.0
1145,7,3,0.0,1.0
1146,4,4,0.0,1.0
1147,4,3,0.0,1.0
1148,4,2,0.0,1.0
1149,4,2,0.0,1.0
1150,4,3,0.0,1.0
1151,6,4,0.0,1.0
1152,6,3,0.0,1.0
1153,6,2,0.0,1.0
1154,6,2,0.0,1.0
1155,6,3,0.0,1.0
1156,13,4,0.0,1.0
1157,13,3,0.0,1.0
1158,13,2,0.0,1.0
1159,13,2,0.0,1.0
1160,13,3,0.0,1.0
1161,6,4,0.0,1.0
1162,6,3,0.0,1.0
1163,6,2,0.0,1.0
1164,6,2,0.0,1.0
1165,6,3,0.0,1.0
1166,4,4,0.0,1.0
1167,4,3,0.0,1.0
1168,4,2,0.0,1.0
1169,4,2,0.0,1.0
1170,4,3,0.0,1.0
1171,4,4,0.0,1.0
1172,4,3,0.0,1.0
1173,4,2,0.0,1.0
1174,4,2,0.0,1.0
1175,4,3,0.0,1.0
1176,8,4,0.0,1.0
1177,8,3,0.0,1.0
1178,8,2,0.0,1.0
1179,8,2,0.0,1.0
1180,8,3,0.0,1.0
1181,6,4,0.0,1.0
1182,6,3,0.0,1.0
1183,6,2,0.0,1.0
1184,6,2,0.0,1.0
1185,6,3,0.0,1.0
1186,14,4,0.0,1.0
1187,14,3,0.0,1.0
1188,14,2,0.0,1.0
1189,14,2,0.0,1.0
1190,14,3,0.0,1.0
1191,9,4,0.0,1.0
1192,9,3,0.0,1.0
1193,9,2,0.0,1.0
1194,9,2,0.0,1.0
1195,9,3,0.0,1.0
1196,20,4,0.0,1.0
1197,20,3,0.0,1.0
1198,20,2,0.0,1.0
1199,20,2,0.0,1.0
1200,20,3,0.0,1.0
1201,11,4,0.0,1.0
1202,11,3,0.0,1.0
1203,11,2,0.0,1.0
1204,11,2,0.0,1.0
1205,11,3,0.0,1.0
1206,9,4,0.0,1.0
1207,9,3,0.0,1.0
1208,11,4,0.0,1.0
1209,11,3,0.0,1.0
1210,11,2,0.0,1.0
1211,11,2,0.0,1.0
1212,11,3,0.0,1.0
1213,8,4,0.0,1.0
1214,8,3,0.0,1.0
1215,8,2,0.0,1.0
1216,8,2,0.0,1.0
1217,8,3,0.0,1.0
1218,3,20,0.2,0.0
1219,3,6,0.0,1.0
1220,3,7,0.0,1.0
1221,3,26,0.16666666666666666,0.0
1222,3,26,0.16666666666666666,0.0
1223,3,26,0.16666666666666666,0.0
1224,3,26,0.16666666666666666,0.0
1225,3,26,0.16666666666666666,0.0
1226,3,26,0.16666666666666666,0.0
1227,3,3,1.0,0.0
1228,3,18,0.2857142857142857,0.0
1229,3,18,0.2857142857142857,0.0
1230,3,18,0.2857142857142857,0.0
1231,3,18,0.2857142857142857,0.0
1232,3,18,0.2857142857142857,0.0
1233,3,18,0.2857142857142857,0.0
1234,3,18,0.2857142857142857,0.0
1235,3,2,0.0,1.0
1236,3,2,0.0,1.0
1237,3,2,0.0,1.0
1238,3,22,0.2,0.0
1239,3,22,0.2,0.0
1240,3,22,0.2,0.0
1241,3,22,0.2,0.0
1242,3,22,0.2,0.0
1243,3,22,0.2,0.0
1244,3,5,0.6666666666666666,0.0
1245,3,5,0.6666666666666666,0.0
1246,3,5,0.6666666666666666,0.0
1247,3,5,0.6666666666666666,0.0
1248,3,5,0.6666666666666666,0.0
1249,3,5,0.6666666666666666,0.0
1250,3,5,0.6666666666666666,0.0
1251,3,5,0.6666666666666666,0.0
1252,3,5,0.6666666666666666,0.0
1253,3,5,0.6666666666666666,0.0
1254,3,5,0.6666666666666666,0.0
1255,3,5,0.6666666666666666,0.0
1256,3,24,0.18181818181818182,0.0
1257,3,24,0.18181818181818182,0.0
1258,3,24,0.18181818181818182,0.0
1259,3,24,0.18181818181818182,0.0
1260,3,24,0.18181818181818182,0.0
1261,3,24,0.18181818181818182,0.0
1262,3,7,0.5,0.0
1263,3,7,0.5,0.0
1264,3,7,0.5,0.0
1265,3,7,0.5,0.0
1266,3,7,0.5,0.0
1267,3,7,0.5,0.0
1268,3,6,0.0,1.0
1269,3,7,0.5,0.0
1270,3,5,0.0,1.0
1271,3,8,0.4,0.0
1272,3,8,0.4,0.0
1273,3,8,0.4,0.0
1274,3,8,0.4,0.0
1275,3,8,0.4,0.0
1276,3,8,0.4,0.0
1277,3,8,0.4,0.0
1278,3,24,0.18181818181818182,0.0
1279,3,24,0.18181818181818182,0.0
1280,3,24,0.18181818181818182,0.0
1281,3,24,0.18181818181818182,0.0
1282,3,24,0.18181818181818182,0.0
1283,3,24,0.18181818181818182,0.0
1284,3,6,0.0,1.0
1285,3,26,0.2,0.0
1286,3,26,0.2,0.0
1287,3,26,0.2,0.0
1288,3,26,0.2,0.0
1289,3,26,0.2,0.0
1290,3,26,0.2,0.0
1291,3,22,0.2222222222222222,0.0
1292,3,22,0.2222222222222222,0.0
1293,3,22,0.2222222222222222,0.0
1294,3,22,0.2222222222222222,0.0
1295,3,22,0.2222222222222222,0.0
1296,3,22,0.2222222222222222,0.0
1297,3,24,0.0,1.0
1298,3,24,0.0,1.0
1299,3,24,0.0,1.0
1300,3,24,0.0,1.0
1301,3,24,0.0,1.0
1302,3,24,0.0,1.0
1303,3,5,0.6666666666666666,0.0
1304,3,27,0.18181818181818182,0.0
1305,3,27,0.18181818181818182,0.0
1306,3,27,0.18181818181818182,0.0
1307,3,27,0.18181818181818182,0.0
1308,3,27,0.18181818181818182,0.0
1309,3,27,0.18181818181818182,0.0
1310,3,22,0.2,0.0
1311,3,22,0.2,0.0
1312,3,22,0.2,0.0
1313,3,22,0.2,0.0
1314,3,22,0.2,0.0
1315,3,22,0.2,0.0
1316,3,19,0.0,1.0
1317,3,19,0.0,1.0
1318,3,19,0.0,1.0
1319,3,19,0.0,1.0
1320,3,19,0.0,1.0
1321,3,19,0.0,1.0
1322,26,4,0.0,1.0
1323,26,3,0.0,1.0
1324,26,2,0.0,1.0
1325,26,2,0.0,1.0
1326,26,3,0.0,1.0
1327,18,4,0.0,1.0
1328,18,2,0.0,1.0
1329,18,3,0.0,1.0
1330,18,2,0.0,1.0
1331,18,2,0.0,1.0
1332,18,3,0.0,1.0
1333,2,4,0.0,1.0
1334,2,4,0.0,1.0
1335,22,4,0.0,1.0
1336,22,3,0.0,1.0
1337,22,2,0.0,1.0
1338,22,2,0.0,1.0
1339,22,3,0.0,1.0
1340,5,4,0.0,1.0
1341,5,3,0.0,1.0
1342,5,2,0.0,1.0
1343,5,2,0.0,1.0
1344,5,3,0.0,1.0
1345,5,4,0.0,1.0
1346,5,3,0.0,1.0
1347,5,2,0.0,1.0
1348,5,2,0.0,1.0
1349,5,3,0.0,1.0
1350,24,4,0.0,1.0
1351,24,3,0.0,1.0
1352,24,2,0.0,1.0
1353,24,2,0.0,1.0
1354,24,3,0.0,1.0
1355,7,4,0.0,1.0
1356,7,3,0.0,1.0
1357,7,2,0.0,1.0
1358,7,2,0.0,1.0
1359,7,3,0.0,1.0
1360,8,4,0.0,1.0
1361,8,2,0.0,1.0
1362,8,3,0.0,1.0
1363,8,2,0.0,1.0
1364,8,2,0.0,1.0
1365,8,3,0.0,1.0
1366,24,4,0.0,1.0
1367,24,3,0.0,1.0
1368,24,2,0.0,1.0
1369,24,2,0.0,1.0
1370,24,3,0.0,1.0
1371,26,4,0.0,1.0
1372,26,3,0.0,1.0
1373,26,2,0.0,1.0
1374,26,2,0.0,1.0
1375,26,3,0.0,1.0
1376,22,4,0.0,1.0
1377,22,3,0.0,1.0
1378,22,2,0.0,1.0
1379,22,2,0.0,1.0
1380,22,3,0.0,1.0
1381,24,4,0.0,1.0
1382,24,3,0.0,1.0
1383,24,2,0.0,1.0
1384,24,2,0.0,1.0
1385,24,3,0.0,1.0
1386,27,4,0.0,1.0
1387,27,3,0.0,1.0
1388,27,2,0.0,1.0
1389,27,2,0.0,1.0
1390,27,3,0.0,1.0
1391,22,4,0.0,1.0
1392,22,3,0.0,1.0
1393,22,2,0.0,1.0
1394,22,2,0.0,1.0
1395,22,3,0.0,1.0
1396,19,4,0.0,1.0
1397,19,3,0.0,1.0
1398,19,2,0.0,1.0
1399,19,2,0.0,1.0
1400,19,3,0.0,1.0
1401,5,5,0.0,1.0
1402,5,4,0.0,1.0
1403,5,6,0.2,1.0
1404,5,6,0.2,1.0
1405,5,6,0.2,1.0
1406,5,6,0.2,1.0
1407,5,6,0.2,1.0
1408,5,6,0.2,1.0
1409,5,2,0.0,1.0
1410,5,2,0.0,1.0
1411,5,2,0.0,1.0
1412,5,6,0.0,1.0
1413,5,10,0.16666666666666666,1.0
1414,5,10,0.16666666666666666,1.0
1415,5,10,0.16666666666666666,1.0
1416,5,10,0.16666666666666666,1.0
1417,5,10,0.16666666666666666,1.0
1418,5,10,0.16666666666666666,1.0
1419,5,4,0.0,1.0
1420,5,9,0.14285714285714285,1.0
1421,5,9,0.14285714285714285,1.0
1422,5,9,0.14285714285714285,1.0
1423,5,9,0.14285714285714285,1.0
1424,5,9,0.14285714285714285,1.0
1425,5,9,0.14285714285714285,1.0
1426,5,5,0.0,1.0
1427,5,6,0.2,1.0
1428,5,6,0.2,1.0
1429,5,6,0.2,1.0
1430,5,6,0.2,1.0
1431,5,6,0.2,1.0
1432,5,6,0.2,1.0
1433,5,4,0.25,1.0
1434,5,4,0.25,1.0
1435,5,4,0.25,1.0
1436,5,4,0.25,1.0
1437,5,4,0.25,1.0
1438,5,4,0.25,1.0
1439,5,9,0.6,0.0
1440,5,6,0.0,1.0
1441,5,5,1.0,0.0
1442,5,10,0.125,1.0
1443,5,10,0.125,1.0
1444,5,10,0.125,1.0
1445,5,10,0.125,1.0
1446,5,10,0.125,1.0
1447,5,10,0.125,1.0
1448,5,7,0.0,1.0
1449,5,7,0.0,1.0
1450,5,7,0.0,1.0
1451,5,10,0.14285714285714285,1.0
1452,5,10,0.14285714285714285,1.0
1453,5,10,0.14285714285714285,1.0
1454,5,10,0.14285714285714285,1.0
1455,5,10,0.14285714285714285,1.0
1456,5,10,0.14285714285714285,1.0
1457,5,7,0.0,1.0
1458,5,6,0.0,1.0
1459,5,6,0.0,1.0
1460,5,6,0.0,1.0
1461,5,6,0.0,1.0
1462,5,9,0.14285714285714285,1.0
1463,5,9,0.14285714285714285,1.0
1464,5,8,0.16666666666666666,1.0
1465,5,8,0.16666666666666666,1.0
1466,5,8,0.16666666666666666,1.0
1467,5,8,0.16666666666666666,1.0
1468,5,8,0.16666666666666666,1.0
1469,5,8,0.16666666666666666,1.0
1470,5,7,0.0,1.0
1471,5,7,0.0,1.0
1472,5,7,0.0,1.0
1473,5,6,0.0,1.0
1474,5,6,0.0,1.0
1475,5,6,0.0,1.0
1476,5,7,0.0,1.0
1477,5,4,0.0,1.0
1478,5,4,0.0,1.0
1479,5,7,0.0,1.0
1480,5,6,0.2,1.0
1481,5,6,0.2,1.0
1482,5,6,0.2,1.0
1483,5,6,0.2,1.0
1484,5,6,0.2,1.0
1485,5,6,0.2,1.0
1486,5,4,0.0,1.0
1487,5,4,0.0,1.0
1488,5,4,0.0,1.0
1489,5,4,0.0,1.0
1490,5,4,0.25,1.0
1491,5,8,0.16666666666666666,1.0
1492,5,8,0.16666666666666666,1.0
1493,5,8,0.16666666666666666,1.0
1494,5,8,0.16666666666666666,1.0
1495,5,8,0.16666666666666666,1.0
1496,5,8,0.16666666666666666,1.0
1497,5,2,0.0,1.0
1498,5,7,0.16666666666666666,1.0
1499,5,7,0.16666666666666666,1.0
1500,5,7,0.16666666666666666,1.0
1501,5,7,0.16666666666666666,1.0
1502,5,7,0.16666666666666666,1.0
1503,5,7,0.16666666666666666,1.0
1504,5,9,0.14285714285714285,1.0
1505,5,9,0.14285714285714285,1.0
1506,5,9,0.14285714285714285,1.0
1507,5,9,0.14285714285714285,1.0
1508,5,9,0.14285714285714285,1.0
1509,5,9,0.14285714285714285,1.0
1510,5,6,0.0,1.0
1511,5,6,0.0,1.0
1512,6,4,0.0,1.0
1513,6,3,0.0,1.0
1514,6,2,0.0,1.0
1515,6,2,0.0,1.0
1516,6,3,0.0,1.0
1517,2,4,0.0,1.0
1518,2,4,0.0,1.0
1519,10,4,0.0,1.0
1520,10,3,0.0,1.0
1521,10,2,0.0,1.0
1522,10,2,0.0,1.0
1523,10,3,0.0,1.0
1524,9,4,0.0,1.0
1525,9,3,0.0,1.0
1526,9,2,0.0,1.0
1527,9,2,0.0,1.0
1528,9,3,0.0,1.0
1529,6,4,0.0,1.0
1530,6,3,0.0,1.0
1531,6,2,0.0,1.0
1532,6,2,0.0,1.0
1533,6,3,0.0,1.0
1534,4,4,0.0,1.0
1535,4,3,0.0,1.0
1536,4,2,0.0,1.0
1537,4,2,0.0,1.0
1538,4,3,0.0,1.0
1539,10,4,0.0,1.0
1540,10,3,0.0,1.0
1541,10,2,0.0,1.0
1542,10,2,0.0,1.0
1543,10,3,0.0,1.0
1544,7,4,0.0,1.0
1545,7,6,0.0,1.0
1546,10,4,0.0,1.0
1547,10,3,0.0,1.0
1548,10,2,0.0,1.0
1549,10,2,0.0,1.0
1550,10,3,0.0,1.0
1551,6,4,0.0,1.0
1552,6,4,0.0,1.0
1553,6,4,0.0,1.0
1554,9,4,0.0,1.0
1555,8,4,0.0,1.0
1556,8,3,0.0,1.0
1557,8,2,0.0,1.0
1558,8,2,0.0,1.0
1559,8,3,0.0,1.0
1560,7,4,0.0,1.0
1561,7,4,0.0,1.0
1562,6,6,0.16666666666666666,1.0
1563,6,4,0.25,1.0
1564,4,4,0.0,1.0
1565,6,4,0.0,1.0
1566,6,3,0.0,1.0
1567,6,2,0.0,1.0
1568,6,2,0.0,1.0
1569,6,3,0.0,1.0
1570,4,4,0.0,1.0
1571,4,4,0.0,1.0
1572,4,4,0.0,1.0
1573,8,4,0.0,1.0
1574,8,3,0.0,1.0
1575,8,2,0.0,1.0
1576,8,2,0.0,1.0
1577,8,3,0.0,1.0
1578,7,4,0.0,1.0
1579,7,3,0.0,1.0
1580,7,2,0.0,1.0
1581,7,2,0.0,1.0
1582,7,3,0.0,1.0
1583,9,4,0.0,1.0
1584,9,3,0.0,1.0
1585,9,2,0.0,1.0
1586,9,2,0.0,1.0
1587,9,3,0.0,1.0
