,x1_len,x2_len,jac,label
226,11,6,0.0,1.0
227,11,4,0.0,1.0
228,11,7,0.0,1.0
229,11,7,0.0,1.0
230,11,7,0.0,1.0
231,11,12,0.0,1.0
232,11,3,0.0,1.0
233,11,4,0.0,1.0
234,11,11,0.0,1.0
235,11,11,0.0,1.0
236,11,11,0.0,1.0
237,11,11,0.0,1.0
238,11,11,0.0,1.0
239,11,11,0.0,1.0
240,11,6,0.0,1.0
241,11,7,0.0,1.0
242,11,7,0.0,1.0
243,11,6,0.0,1.0
244,11,6,0.0,1.0
245,11,6,0.0,1.0
246,11,6,0.0,1.0
247,11,6,0.0,1.0
248,11,8,0.0,0.0
249,11,4,0.0,1.0
250,11,4,0.0,1.0
251,11,6,0.0,1.0
252,11,15,0.0,0.0
253,11,7,0.0,1.0
254,11,4,0.0,1.0
255,11,4,0.0,1.0
256,11,4,0.0,1.0
257,11,9,0.0,1.0
258,11,4,0.0,1.0
259,11,12,0.0,1.0
260,11,16,0.0,1.0
261,11,7,0.0,1.0
262,11,5,0.0,1.0
263,11,8,0.0,1.0
264,11,6,0.0,1.0
265,11,6,0.0,1.0
266,11,6,0.0,1.0
267,11,6,0.0,1.0
268,11,6,0.0,1.0
269,11,6,0.0,1.0
270,11,19,0.0,1.0
271,11,8,0.0,1.0
272,11,14,0.0,1.0
273,11,4,0.0,1.0
274,11,4,0.0,1.0
275,11,4,0.0,1.0
276,11,4,0.0,1.0
277,11,4,0.0,1.0
278,11,4,0.0,1.0
279,11,4,0.0,1.0
280,11,4,0.0,1.0
281,11,4,0.0,1.0
282,11,4,0.0,1.0
283,11,4,0.0,1.0
284,11,4,0.0,1.0
285,11,4,0.0,1.0
286,11,4,0.0,1.0
287,11,4,0.0,1.0
288,11,4,0.0,1.0
289,11,4,0.0,1.0
290,11,4,0.0,1.0
291,4,4,0.0,1.0
292,4,3,0.0,1.0
293,4,2,0.0,1.0
294,4,2,0.0,1.0
295,4,3,0.0,1.0
296,9,4,0.0,1.0
297,9,3,0.0,1.0
298,9,4,0.0,1.0
299,9,2,0.0,1.0
300,9,3,0.0,1.0
301,6,4,0.0,1.0
302,6,3,0.0,1.0
303,6,2,0.0,1.0
304,6,2,0.0,1.0
305,6,3,0.0,1.0
306,11,4,0.0,1.0
307,11,3,0.0,1.0
308,11,2,0.0,1.0
309,11,2,0.0,1.0
310,11,3,0.0,1.0
311,7,4,0.0,1.0
312,7,3,0.0,1.0
313,7,2,0.0,1.0
314,7,2,0.0,1.0
315,7,3,0.0,1.0
316,6,4,0.0,1.0
317,6,4,0.0,1.0
318,6,3,0.0,1.0
319,6,2,0.0,1.0
320,6,2,0.0,1.0
321,6,3,0.0,1.0
322,7,4,0.0,1.0
323,7,6,0.0,1.0
324,11,4,0.0,1.0
325,11,3,0.0,1.0
326,11,2,0.0,1.0
327,11,2,0.0,1.0
328,11,3,0.0,1.0
329,7,4,0.0,1.0
330,6,3,0.0,1.0
331,6,5,0.5,1.0
332,6,5,0.5,1.0
333,4,4,0.0,1.0
334,4,4,0.0,1.0
335,6,4,0.0,1.0
336,6,3,0.0,1.0
337,6,2,0.0,1.0
338,6,2,0.0,1.0
339,6,3,0.0,1.0
340,4,3,0.0,1.0
341,4,2,0.0,1.0
342,4,3,0.0,1.0
343,4,3,0.0,1.0
344,4,3,0.0,1.0
345,4,2,0.0,1.0
346,4,3,0.0,1.0
347,4,4,0.0,1.0
348,4,2,0.0,1.0
349,4,6,0.0,1.0
350,4,3,0.0,1.0
351,4,2,0.0,1.0
352,4,2,0.0,1.0
353,4,3,0.0,1.0
354,4,2,0.0,1.0
355,4,2,0.0,1.0
356,4,3,0.0,1.0
357,8,6,0.0,1.0
358,8,6,0.0,1.0
359,8,6,0.0,1.0
360,8,6,0.0,1.0
361,8,6,0.0,1.0
362,8,6,0.0,1.0
363,8,17,0.0,1.0
364,8,4,0.0,1.0
365,8,5,0.0,1.0
366,8,5,0.0,1.0
367,8,5,0.0,1.0
368,8,5,0.0,1.0
369,8,5,0.0,1.0
370,8,5,0.0,1.0
371,8,4,0.0,1.0
372,8,4,0.0,1.0
373,8,4,0.0,1.0
374,8,21,0.0,1.0
375,8,4,0.0,1.0
376,8,4,0.0,1.0
377,8,4,0.0,1.0
378,8,6,0.0,1.0
379,8,6,0.0,1.0
380,8,6,0.0,1.0
381,8,6,0.0,1.0
382,8,6,0.0,1.0
383,8,6,0.0,1.0
384,8,34,0.0,0.0
385,8,6,0.0,1.0
386,8,6,0.0,1.0
387,8,6,0.0,1.0
388,8,6,0.0,1.0
389,8,6,0.0,1.0
390,8,6,0.0,1.0
391,8,10,0.0,1.0
392,8,10,0.0,1.0
393,8,10,0.0,1.0
394,8,10,0.0,1.0
395,8,10,0.0,1.0
396,8,10,0.0,1.0
397,8,4,0.0,1.0
398,8,4,0.0,1.0
399,8,4,0.0,1.0
400,8,4,0.0,1.0
401,8,4,0.0,1.0
402,8,4,0.0,1.0
403,8,8,0.0,1.0
404,8,8,0.0,1.0
405,8,8,0.0,1.0
406,8,8,0.0,1.0
407,8,8,0.0,1.0
408,8,8,0.0,1.0
409,8,6,0.0,1.0
410,8,6,0.0,1.0
411,8,6,0.0,1.0
412,8,6,0.0,1.0
413,8,6,0.0,1.0
414,8,6,0.0,1.0
415,8,5,0.0,1.0
416,8,6,0.0,1.0
417,8,6,0.0,1.0
418,8,6,0.0,1.0
419,8,6,0.0,1.0
420,8,6,0.0,1.0
421,8,6,0.0,1.0
422,8,6,0.0,1.0
423,8,7,0.0,1.0
424,8,7,0.0,1.0
425,8,7,0.0,1.0
426,8,7,0.0,1.0
427,8,7,0.0,1.0
428,8,7,0.0,1.0
429,8,7,0.0,1.0
430,8,5,0.0,1.0
431,8,5,0.0,1.0
432,8,5,0.0,1.0
433,8,5,0.0,1.0
434,8,5,0.0,1.0
435,8,5,0.0,1.0
436,8,4,0.0,1.0
437,8,4,0.0,1.0
438,8,4,0.0,1.0
439,8,4,0.0,1.0
440,8,4,0.0,1.0
441,8,4,0.0,1.0
442,8,4,0.0,1.0
443,8,9,0.0,1.0
444,8,22,0.0,0.0
445,8,11,0.0,1.0
446,8,10,0.0,1.0
447,8,8,0.0,1.0
448,8,8,0.0,1.0
449,8,8,0.0,1.0
450,8,8,0.0,1.0
451,8,8,0.0,1.0
452,8,8,0.0,1.0
453,8,8,0.0,1.0
454,8,8,0.0,1.0
455,8,8,0.0,1.0
456,8,8,0.0,1.0
457,6,4,0.0,1.0
458,6,3,0.0,1.0
459,6,2,0.0,1.0
460,6,2,0.0,1.0
461,6,3,0.0,1.0
462,5,4,0.0,1.0
463,5,3,0.0,1.0
464,5,2,0.0,1.0
465,5,2,0.0,1.0
466,5,3,0.0,1.0
467,4,4,0.0,1.0
468,4,7,0.0,1.0
469,4,6,0.0,1.0
470,4,6,0.0,1.0
471,6,4,0.0,1.0
472,6,3,0.0,1.0
473,6,2,0.0,1.0
474,6,2,0.0,1.0
475,6,3,0.0,1.0
476,6,4,0.0,1.0
477,6,3,0.0,1.0
478,6,2,0.0,1.0
479,6,2,0.0,1.0
480,6,3,0.0,1.0
481,10,4,0.0,1.0
482,10,3,0.0,1.0
483,10,2,0.0,1.0
484,10,2,0.0,1.0
485,10,3,0.0,1.0
486,4,4,0.0,1.0
487,4,3,0.0,1.0
488,4,2,0.0,1.0
489,4,2,0.0,1.0
490,4,3,0.0,1.0
491,8,4,0.0,1.0
492,8,3,0.0,1.0
493,8,2,0.0,1.0
494,8,2,0.0,1.0
495,8,3,0.0,1.0
496,6,4,0.0,1.0
497,6,3,0.0,1.0
498,6,2,0.0,1.0
499,6,2,0.0,1.0
500,6,3,0.0,1.0
501,6,4,0.0,1.0
502,6,3,0.0,1.0
503,6,2,0.0,1.0
504,6,2,0.0,1.0
505,6,3,0.0,1.0
506,7,6,0.0,1.0
507,7,6,0.0,1.0
508,7,6,0.0,1.0
509,7,24,0.0,1.0
510,7,17,0.0,1.0
511,7,3,0.0,1.0
512,5,4,0.0,1.0
513,5,3,0.0,1.0
514,5,2,0.0,1.0
515,5,2,0.0,1.0
516,5,3,0.0,1.0
517,4,4,0.0,1.0
518,4,3,0.0,1.0
519,4,2,0.0,1.0
520,4,2,0.0,1.0
521,4,3,0.0,1.0
522,8,4,0.0,1.0
523,8,3,0.0,1.0
524,8,2,0.0,1.0
525,8,2,0.0,1.0
526,8,3,0.0,1.0
527,8,8,0.6,0.0
528,8,8,0.6,0.0
529,8,13,0.42857142857142855,0.0
530,2,4,0.0,1.0
531,2,9,0.0,0.0
532,2,7,0.0,0.0
533,2,7,0.0,1.0
534,2,7,0.0,1.0
535,2,7,0.0,1.0
536,2,7,0.0,1.0
537,2,7,0.0,1.0
538,2,4,0.0,1.0
539,2,4,0.0,1.0
540,2,4,0.0,0.0
541,2,12,0.0,1.0
542,2,12,0.0,0.0
543,2,12,0.0,0.0
544,2,12,0.0,0.0
545,2,12,0.0,0.0
546,2,12,0.0,0.0
547,2,10,0.0,1.0
548,2,4,0.0,1.0
549,2,4,0.0,0.0
550,2,4,0.0,1.0
551,2,7,0.0,1.0
552,2,11,0.0,1.0
553,2,11,0.0,1.0
554,2,11,0.0,0.0
555,2,8,0.0,1.0
556,2,8,0.0,0.0
557,2,8,0.0,1.0
558,2,8,0.0,1.0
559,2,8,0.0,1.0
560,2,7,0.0,1.0
561,2,7,0.0,0.0
562,2,7,0.0,0.0
563,2,7,0.0,0.0
564,2,7,0.0,0.0
565,2,2,0.0,0.0
566,2,2,0.0,0.0
567,2,2,0.0,0.0
568,2,2,0.0,0.0
569,2,2,0.0,0.0
570,2,2,0.0,0.0
571,2,4,0.0,1.0
572,2,4,0.0,1.0
573,2,4,0.0,0.0
574,2,4,0.0,0.0
575,2,4,0.0,0.0
576,2,4,0.0,0.0
577,2,4,0.0,1.0
578,2,4,0.0,0.0
579,2,4,0.0,0.0
580,2,4,0.0,0.0
581,2,4,0.0,0.0
582,2,19,0.0,1.0
583,2,2,0.0,1.0
584,2,4,0.0,1.0
585,2,4,0.5,0.0
586,2,4,0.5,0.0
587,2,4,0.5,0.0
588,2,4,0.5,0.0
589,2,4,0.5,0.0
590,2,5,0.5,0.0
591,2,10,0.25,0.0
592,2,10,0.25,0.0
593,2,10,0.25,0.0
594,2,10,0.25,0.0
595,2,10,0.25,0.0
596,2,6,0.0,1.0
597,2,4,0.0,1.0
598,2,4,0.0,0.0
599,2,4,0.0,0.0
600,2,4,0.0,0.0
601,2,4,0.0,0.0
602,2,8,0.0,1.0
603,2,8,0.0,0.0
604,2,8,0.0,0.0
605,2,8,0.0,0.0
606,2,8,0.0,0.0
607,2,4,0.0,1.0
608,2,4,0.0,0.0
609,2,4,0.0,0.0
610,2,4,0.0,0.0
611,2,4,0.0,0.0
612,2,7,0.0,1.0
613,2,7,0.0,0.0
614,2,7,0.0,0.0
615,2,7,0.0,0.0
616,2,7,0.0,0.0
617,2,2,0.0,1.0
618,2,2,0.0,1.0
619,2,8,0.0,1.0
620,2,8,0.0,0.0
621,2,8,0.0,0.0
622,2,8,0.0,0.0
623,2,8,0.0,0.0
624,2,11,0.16666666666666666,0.0
625,2,2,0.0,1.0
626,2,11,0.0,0.0
627,2,4,0.0,0.0
628,2,4,0.0,1.0
629,2,4,0.0,1.0
630,2,4,0.0,1.0
631,2,4,0.0,1.0
632,2,4,0.0,1.0
633,2,6,0.0,1.0
634,2,6,0.0,0.0
635,2,6,0.0,0.0
636,7,4,0.0,1.0
637,7,4,0.0,1.0
638,7,4,0.0,1.0
639,7,2,0.0,1.0
640,4,4,0.0,1.0
641,4,4,0.3333333333333333,1.0
642,12,4,0.0,1.0
643,12,4,0.0,1.0
644,12,4,0.0,1.0
645,12,2,0.0,1.0
646,4,4,0.3333333333333333,1.0
647,4,4,1.0,0.0
648,11,7,0.0,0.0
649,11,6,0.0,1.0
650,8,4,0.0,1.0
651,8,4,0.0,1.0
652,8,4,0.0,1.0
653,8,4,0.0,1.0
654,7,4,0.0,1.0
655,7,4,0.0,1.0
656,7,4,0.0,1.0
657,7,2,0.0,1.0
658,2,4,0.0,1.0
659,2,4,0.0,1.0
660,2,4,0.0,1.0
661,2,4,0.0,1.0
662,4,4,0.0,1.0
663,4,4,0.0,1.0
664,4,4,0.0,1.0
665,4,4,0.0,1.0
666,4,4,0.0,1.0
667,4,4,0.0,1.0
668,4,4,0.0,1.0
669,4,4,0.0,1.0
670,4,4,0.0,1.0
671,4,4,0.0,1.0
672,4,4,0.0,1.0
673,4,2,0.0,1.0
674,10,4,0.0,1.0
675,10,4,0.0,1.0
676,10,4,0.0,1.0
677,10,4,0.0,1.0
678,4,4,0.0,1.0
679,4,4,0.0,1.0
680,4,4,0.0,1.0
681,4,2,0.0,1.0
682,8,4,0.0,1.0
683,8,4,0.0,1.0
684,8,4,0.0,1.0
685,8,2,0.0,1.0
686,4,4,0.0,1.0
687,4,4,0.0,1.0
688,4,4,0.0,1.0
689,4,4,0.0,1.0
690,7,4,0.0,1.0
691,7,4,0.0,1.0
692,7,4,0.0,1.0
693,7,2,0.0,1.0
694,8,4,0.0,1.0
695,8,4,0.0,1.0
696,8,4,0.0,1.0
697,8,4,0.0,1.0
698,4,4,0.0,1.0
699,4,4,0.0,1.0
700,4,4,0.0,1.0
701,4,2,0.0,1.0
702,6,4,0.0,1.0
703,6,6,0.0,1.0
704,4,16,0.0,0.0
705,4,5,0.0,1.0
706,4,4,0.3333333333333333,0.0
707,4,4,0.3333333333333333,0.0
708,4,4,0.3333333333333333,0.0
709,4,2,0.0,1.0
710,4,52,0.03571428571428571,0.0
711,4,8,0.2,1.0
712,4,8,0.2,1.0
713,4,8,0.2,1.0
714,4,8,0.2,1.0
715,4,8,0.2,1.0
716,4,7,0.0,1.0
717,4,8,0.2,1.0
718,4,8,0.2,1.0
719,4,8,0.2,1.0
720,4,8,0.2,1.0
721,4,8,0.2,1.0
722,4,41,0.041666666666666664,0.0
723,4,16,0.09090909090909091,0.0
724,4,42,0.043478260869565216,0.0
725,4,4,0.3333333333333333,1.0
726,4,4,0.3333333333333333,1.0
727,4,4,0.3333333333333333,1.0
728,4,4,0.3333333333333333,1.0
729,4,4,0.3333333333333333,1.0
730,4,4,0.3333333333333333,1.0
731,4,4,0.0,1.0
732,4,18,0.08333333333333333,0.0
733,4,10,0.16666666666666666,1.0
734,4,10,0.16666666666666666,1.0
735,4,10,0.16666666666666666,1.0
736,4,10,0.16666666666666666,1.0
737,4,10,0.16666666666666666,1.0
738,4,4,0.3333333333333333,1.0
739,4,28,0.058823529411764705,0.0
740,4,51,0.037037037037037035,0.0
741,4,4,0.0,1.0
742,4,4,0.0,1.0
743,4,4,0.0,1.0
744,4,4,0.0,1.0
745,4,4,0.0,1.0
746,4,4,0.0,1.0
747,4,23,0.0,0.0
748,4,6,0.0,1.0
749,4,6,0.0,0.0
750,4,6,0.0,1.0
751,4,16,0.1111111111111111,0.0
752,4,33,0.05555555555555555,0.0
753,4,6,0.0,1.0
754,4,7,0.0,1.0
755,4,6,0.25,1.0
756,4,7,0.0,1.0
757,4,6,0.0,1.0
758,4,6,0.0,1.0
759,4,6,0.0,1.0
760,4,6,0.0,1.0
761,4,6,0.0,1.0
762,4,6,0.0,1.0
763,4,4,0.3333333333333333,1.0
764,4,4,0.3333333333333333,1.0
765,4,4,0.3333333333333333,1.0
766,4,4,0.3333333333333333,1.0
767,4,4,0.3333333333333333,1.0
768,4,4,0.3333333333333333,1.0
769,4,21,0.1111111111111111,1.0
770,4,21,0.1111111111111111,1.0
771,4,21,0.1111111111111111,1.0
772,4,21,0.1111111111111111,1.0
773,4,21,0.1111111111111111,1.0
774,4,21,0.1111111111111111,1.0
775,4,6,0.25,1.0
776,4,6,0.25,1.0
777,4,6,0.25,1.0
778,4,6,0.25,1.0
779,4,6,0.25,1.0
780,4,6,0.25,1.0
781,4,6,0.0,1.0
782,4,2,0.5,1.0
783,4,2,0.5,1.0
784,4,2,0.5,1.0
785,4,11,0.125,0.0
786,4,16,0.09090909090909091,0.0
787,4,4,0.3333333333333333,1.0
788,4,4,0.3333333333333333,1.0
789,4,4,0.3333333333333333,1.0
790,4,4,0.0,1.0
791,4,4,0.0,1.0
792,4,27,0.058823529411764705,0.0
793,4,23,0.1,1.0
794,4,23,0.1,1.0
795,4,23,0.1,1.0
796,4,23,0.1,1.0
797,4,23,0.1,1.0
798,4,23,0.1,1.0
799,4,2,0.0,1.0
800,4,4,0.3333333333333333,1.0
801,8,4,0.0,1.0
802,8,3,0.0,1.0
803,8,2,0.0,1.0
804,8,2,0.0,1.0
805,8,4,0.0,1.0
806,8,3,0.0,1.0
807,8,2,0.0,1.0
808,8,2,0.0,1.0
809,4,4,0.0,1.0
810,4,3,0.0,1.0
811,4,2,0.0,1.0
812,4,2,0.0,1.0
813,4,3,0.0,1.0
814,10,4,0.0,1.0
815,10,3,0.0,1.0
816,10,2,0.0,1.0
817,10,2,0.0,1.0
818,4,4,0.0,1.0
819,4,3,0.0,1.0
820,4,2,0.0,1.0
821,4,2,0.0,1.0
822,4,3,0.0,1.0
823,6,6,0.16666666666666666,1.0
824,6,4,0.25,1.0
825,6,4,0.0,1.0
826,6,3,0.0,1.0
827,6,2,0.0,1.0
828,6,2,0.0,1.0
829,6,3,0.0,1.0
830,4,4,0.0,1.0
831,4,3,0.0,1.0
832,4,2,0.0,1.0
833,4,2,0.0,1.0
834,4,3,0.0,1.0
835,21,4,0.0,1.0
836,21,3,0.0,1.0
837,21,2,0.0,1.0
838,21,2,0.0,1.0
839,21,3,0.0,1.0
840,6,4,0.0,1.0
841,6,3,0.0,1.0
842,6,2,0.0,1.0
843,6,2,0.0,1.0
844,6,3,0.0,1.0
845,2,2,0.0,1.0
846,2,4,0.5,0.0
847,4,2,0.0,1.0
848,4,4,0.3333333333333333,1.0
849,23,4,0.0,1.0
850,23,3,0.0,1.0
851,23,2,0.0,1.0
852,23,2,0.0,1.0
853,23,3,0.0,1.0
854,6,7,0.2,1.0
855,6,7,0.2,1.0
856,6,7,0.2,1.0
857,6,7,0.2,1.0
858,6,7,0.2,1.0
859,6,7,0.2,1.0
860,6,4,0.0,1.0
861,6,33,0.0,0.0
862,6,15,0.0,1.0
863,6,9,0.16666666666666666,1.0
864,6,9,0.16666666666666666,1.0
865,6,9,0.16666666666666666,1.0
866,6,9,0.16666666666666666,1.0
867,6,9,0.16666666666666666,1.0
868,6,9,0.16666666666666666,1.0
869,6,36,0.0,1.0
870,6,6,0.0,1.0
871,6,6,0.0,1.0
872,6,6,0.0,1.0
873,6,6,0.0,1.0
874,6,6,0.0,1.0
875,6,6,0.0,1.0
876,6,4,0.0,1.0
877,6,4,0.0,1.0
878,6,4,0.0,1.0
879,6,4,0.0,1.0
880,6,4,0.0,1.0
881,6,4,0.0,1.0
882,6,11,0.5,1.0
883,6,6,0.0,1.0
884,6,6,0.0,1.0
885,6,6,0.0,1.0
886,6,6,0.0,1.0
887,6,6,0.0,1.0
888,6,6,0.0,1.0
889,6,7,0.0,1.0
890,6,16,0.0,1.0
891,6,9,0.16666666666666666,1.0
892,6,9,0.16666666666666666,1.0
893,6,9,0.16666666666666666,1.0
894,6,9,0.16666666666666666,1.0
895,6,9,0.16666666666666666,1.0
896,6,9,0.16666666666666666,1.0
897,6,6,0.0,1.0
898,6,7,0.0,1.0
899,6,6,0.0,1.0
900,6,6,0.0,1.0
901,6,6,0.0,1.0
902,6,6,0.0,1.0
903,6,6,0.0,1.0
904,6,6,0.0,1.0
905,6,6,0.0,1.0
906,6,6,0.0,1.0
907,6,3,0.0,1.0
908,6,17,0.3333333333333333,0.0
909,6,7,0.2,1.0
910,6,7,0.2,1.0
911,6,7,0.2,1.0
912,6,7,0.2,1.0
913,6,7,0.2,1.0
914,6,7,0.2,1.0
915,6,18,0.0,1.0
916,6,7,0.0,1.0
917,6,7,0.0,1.0
918,6,7,0.0,1.0
919,6,4,0.0,1.0
920,6,4,0.0,1.0
921,6,4,0.0,1.0
922,6,4,0.0,1.0
923,6,4,0.0,1.0
924,6,4,0.0,1.0
925,6,9,0.0,1.0
926,6,15,0.375,0.0
927,6,4,0.0,1.0
928,6,12,0.5,0.0
929,6,12,0.5,0.0
930,6,12,0.5,0.0
931,6,12,0.5,0.0
932,6,12,0.5,0.0
933,6,13,0.42857142857142855,0.0
934,6,7,0.0,1.0
935,6,6,1.0,1.0
936,6,4,0.0,1.0
937,6,11,0.0,1.0
938,6,2,0.0,1.0
939,6,17,0.3333333333333333,0.0
940,6,6,0.0,1.0
941,6,7,0.0,1.0
942,6,4,0.0,1.0
943,6,4,0.0,1.0
944,6,4,0.0,1.0
945,6,4,0.0,1.0
946,6,4,0.0,1.0
947,6,5,0.0,1.0
948,6,5,0.0,1.0
949,6,5,0.0,1.0
950,6,5,0.0,1.0
951,6,5,0.0,1.0
952,6,5,0.0,1.0
953,7,4,0.0,1.0
954,7,3,0.0,1.0
955,7,2,0.0,1.0
956,7,2,0.0,1.0
957,7,3,0.0,1.0
958,9,4,0.0,1.0
